3000.45,3000.66,2994.27,2994.17,2991.07,2996.05,2995.39,2994.13,2996.66,2999.26,2993.43,2992.28,2994.9,2992.24,2987.45,2987.66,2989.5,2994.83,3001.41,3006.48,3005.12,2998.76,2996.95,2992.49,
3013.54,3015.17,3012.48,3010.17,3004.67,3002.06,2997.02,3004.73,3009.94,3016.71,3014.19,3007.47,3005.87,3020.15,3020.81,3007.76,2995.05,3000.47,2999.34,2983.86,2980.38,2988.77,2979.04,2978.42,
2961.93,2965.83,2955.89,2956.62,2974.11,2980.86,2981.66,2991.84,2997.51,3002.23,3004.65,3001.08,3007.66,3007.38,3006.4,3002.85,2998.62,2997.44,2995.52,2997.17,3005.24,2998.32,2998.44,2982.07,
3027.26,3026.27,3022.58,3018.32,3016.09,3018.46,3018.05,3016.28,3011.02,3012.19,3012.22,3011.04,3008.13,3021.56,3026.22,3021.58,3023.36,3023.79,3025.32,3030.62,3025.09,3019.66,3029.19,3027.89,
3036.81,3036.51,3034.7,3033.21,3030.48,3029.85,3031.46,3033.86,3031.21,3031.68,3028.27,3026.94,3029.44,3030.76,3035.88,3030.5,3026.98,3027.96,3028.85,3029.29,3026.64,3033.32,3030.58,3022.25,
2985.35,2985.06,2981.53,2982.52,2983.79,2979.13,2977.29,2972.72,2969.07,2972.01,2974.83,2975.22,2972.42,2980.49,2983.23,2986.14,2981.72,2981.75,2987.18,2990.37,2995.02,2988.9,2981.46,2981.88,
2994.44,2990.23,2989.86,2989.0,2987.32,2984.23,2982.24,2988.8,2992.86,2992.85,2990.57,2993.64,2994.71,2992.85,2988.55,2984.19,2985.06,2986.39,2988.02,2986.75,2982.5,2978.49,2979.39,2979.52,
3049.72,3046.06,3042.56,3049.16,3048.2,3047.24,3052.18,3050.82,3044.0,3047.65,3046.38,3037.43,3028.11,3026.58,3028.29,3033.81,3033.54,3033.31,3032.31,3027.81,3032.12,3030.98,3030.34,3036.15,
2994.22,2999.53,2995.01,2994.41,2988.52,2987.01,2989.03,2993.89,2995.87,2995.29,2995.2,2995.02,2998.3,2994.24,2989.49,2991.19,2985.68,2984.39,2991.95,2990.95,2997.07,2997.09,2985.34,2981.81,
3016.83,3012.97,3015.48,3022.04,3019.05,3020.46,3021.34,3025.41,3022.43,3019.4,3015.45,3016.05,3009.68,3012.99,3008.62,3011.65,3008.29,3004.43,2999.34,3002.17,3006.06,3005.98,3010.87,3006.89,
2959.76,2957.39,2959.67,2960.84,2953.75,2955.11,2961.23,2958.82,2956.51,2956.21,2950.87,2942.76,2943.47,2937.06,2924.84,2928.01,2922.07,2918.05,2917.41,2912.29,2915.08,2917.13,2921.18,2899.31,
2892.86,2898.16,2900.94,2906.19,2908.35,2911.48,2915.55,2914.21,2915.25,2918.24,2915.42,2911.35,2920.81,2920.36,2934.08,2935.54,2942.63,2946.29,2940.35,2944.92,2944.39,2943.51,2939.73,2924.64,
2962.59,2964.04,2962.27,2958.19,2959.06,2957.63,2966.69,2967.39,2965.79,2971.75,2975.18,2979.58,2976.39,2973.76,2972.13,2977.69,2978.8,2976.75,2974.11,2969.92,2969.53,2980.92,2988.78,2987.18,
